grid_id,analysis_status,missing_fields,heat_score,elderly_score,farmland_score,coverage_gap_score,vulnerability_score,risk_level,installation_need_score,installation_rank,blind_spot,main_factors
라마50a54b,OK,[],50.0,0.0,31.35,100.0,27.12,MODERATE,45.34,490.0,False,"[""LOW_SHELTER_ACCESSIBILITY"",""HIGH_HEAT""]"
라마50a55a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50a55b,OK,[],50.0,70.61,35.57,100.0,52.06,HIGH,64.05,50.0,True,"[""LOW_SHELTER_ACCESSIBILITY"",""HIGH_ELDERLY_RATIO"",""HIGH_HEAT""]"
라마50a56a,OK,[],50.0,100.0,23.93,100.0,57.98,HIGH,68.48,12.0,True,"[""HIGH_ELDERLY_RATIO"",""LOW_SHELTER_ACCESSIBILITY"",""HIGH_HEAT""]"
라마50b12b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b13a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b13b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b14a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b14b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b15a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b15b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b16a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b16b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b17a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b17b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b18a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b18b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b19a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b19b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b20a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b20b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b21a,OK,[],50.0,35.35,25.06,4.76,36.8,MODERATE,28.79,870.0,False,"[""HIGH_HEAT""]"
라마50b21b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b22a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b22b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b23a,OK,[],50.0,0.0,26.36,25.46,25.45,MODERATE,25.45,914.0,False,"[""HIGH_HEAT""]"
라마50b23b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b24a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b24b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b25a,OK,[],50.0,80.95,50.95,10.13,60.63,HIGH,48.01,404.0,True,"[""HIGH_ELDERLY_RATIO"",""HIGH_FARMLAND_RATIO"",""HIGH_HEAT""]"
라마50b25b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b26a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b26b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b27a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b27b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b28a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b28b,OK,[],50.0,0.0,53.14,58.78,34.38,MODERATE,40.48,624.0,False,"[""LOW_SHELTER_ACCESSIBILITY"",""HIGH_FARMLAND_RATIO"",""HIGH_HEAT""]"
라마50b29a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b29b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b30a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b30b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b31a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b31b,OK,[],50.0,0.0,0.0,38.13,16.67,LOW,22.03,944.0,False,"[""HIGH_HEAT""]"
라마50b32a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b32b,OK,[],50.0,0.0,20.9,22.15,23.63,LOW,23.26,927.0,False,"[""HIGH_HEAT""]"
라마50b33a,OK,[],50.0,58.33,26.34,25.2,44.89,MODERATE,39.97,639.0,False,"[""HIGH_ELDERLY_RATIO"",""HIGH_HEAT""]"
라마50b33b,OK,[],50.0,82.8,50.64,34.74,61.15,HIGH,54.55,234.0,True,"[""HIGH_ELDERLY_RATIO"",""HIGH_FARMLAND_RATIO"",""HIGH_HEAT""]"
라마50b34a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b34b,OK,[],50.0,0.0,0.0,61.47,16.67,LOW,27.87,884.0,False,"[""LOW_SHELTER_ACCESSIBILITY"",""HIGH_HEAT""]"
라마50b35a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b35b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b36a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b36b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b37a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b37b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b38a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b38b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b39a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b39b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b40a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b40b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b41a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b41b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b42a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b42b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b48a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b48b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b49a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b49b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b50a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b50b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b51a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b51b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b52a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b52b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b53a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b53b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b54a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b54b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b55a,OK,[],50.0,60.55,42.8,100.0,51.12,HIGH,63.34,62.0,True,"[""LOW_SHELTER_ACCESSIBILITY"",""HIGH_ELDERLY_RATIO"",""HIGH_HEAT""]"
라마50b55b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b56a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마50b56b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a12a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a12b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a13a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a13b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a14a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a14b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a15a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a15b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a16a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a16b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a17a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a17b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a18a,OK,[],50.0,0.0,14.4,85.39,21.47,LOW,37.45,714.0,False,"[""LOW_SHELTER_ACCESSIBILITY"",""HIGH_HEAT""]"
라마51a18b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a19a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a19b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a20a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a20b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a21a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a21b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a22a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a22b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a23a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a23b,OK,[],50.0,71.79,26.18,34.09,49.32,MODERATE,45.52,487.0,False,"[""HIGH_ELDERLY_RATIO"",""HIGH_HEAT""]"
라마51a24a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a24b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a25a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a25b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a26a,OK,[],50.0,74.79,44.38,30.37,56.39,HIGH,49.89,353.0,True,"[""HIGH_ELDERLY_RATIO"",""HIGH_HEAT""]"
라마51a26b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a27a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a27b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a28a,OK,[],50.0,77.78,40.69,65.66,56.16,HIGH,58.53,131.0,True,"[""HIGH_ELDERLY_RATIO"",""LOW_SHELTER_ACCESSIBILITY"",""HIGH_HEAT""]"
라마51a28b,OK,[],50.0,81.67,37.63,50.78,56.43,HIGH,55.02,217.0,True,"[""HIGH_ELDERLY_RATIO"",""LOW_SHELTER_ACCESSIBILITY"",""HIGH_HEAT""]"
라마51a29a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a29b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a30a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a30b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a31a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a31b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a32a,OK,[],50.0,0.0,12.23,15.83,20.74,LOW,19.52,972.0,False,"[""HIGH_HEAT""]"
라마51a32b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a33a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a33b,OK,[],50.0,81.16,98.7,25.92,76.62,VERY_HIGH,63.95,52.0,True,"[""HIGH_FARMLAND_RATIO"",""HIGH_ELDERLY_RATIO"",""HIGH_HEAT""]"
라마51a34a,OK,[],50.0,70.61,20.66,41.03,47.09,MODERATE,45.58,485.0,False,"[""HIGH_ELDERLY_RATIO"",""HIGH_HEAT""]"
라마51a34b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a35a,OK,[],50.0,64.81,35.49,72.13,50.1,HIGH,55.61,205.0,True,"[""LOW_SHELTER_ACCESSIBILITY"",""HIGH_ELDERLY_RATIO"",""HIGH_HEAT""]"
라마51a35b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a36a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a36b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a37a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a37b,OK,[],50.0,64.97,44.35,0.0,53.11,HIGH,39.83,645.0,False,"[""HIGH_ELDERLY_RATIO"",""HIGH_HEAT""]"
라마51a38a,OK,[],50.0,0.0,5.62,11.95,18.54,LOW,16.89,990.0,False,"[""HIGH_HEAT""]"
라마51a38b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a39a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a39b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a40a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a40b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a41a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a41b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a42a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a42b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a47b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a48a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a48b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a49a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a49b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a50a,OK,[],50.0,0.0,11.02,100.0,20.34,LOW,40.26,627.0,False,"[""LOW_SHELTER_ACCESSIBILITY"",""HIGH_HEAT""]"
라마51a50b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a51a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a51b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a52a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a52b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a53a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a53b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a54a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a54b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a55a,OK,[],50.0,77.78,0.39,100.0,42.72,MODERATE,57.04,171.0,False,"[""LOW_SHELTER_ACCESSIBILITY"",""HIGH_ELDERLY_RATIO"",""HIGH_HEAT""]"
라마51a55b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a56a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51a56b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b11a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b11b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b12a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b12b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b13a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b13b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b14a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b14b,OK,[],50.0,76.28,14.85,49.31,47.04,MODERATE,47.61,416.0,False,"[""HIGH_ELDERLY_RATIO"",""HIGH_HEAT""]"
라마51b15a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b15b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b16a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b16b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b17a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b17b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b18a,OK,[],50.0,74.24,11.98,76.71,45.41,MODERATE,53.23,266.0,False,"[""LOW_SHELTER_ACCESSIBILITY"",""HIGH_ELDERLY_RATIO"",""HIGH_HEAT""]"
라마51b18b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b19a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b19b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b20a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b20b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b21a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b21b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b22a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b22b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b23a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b23b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b24a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b24b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b25a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b25b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b26a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b26b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b27a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b27b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b28a,OK,[],50.0,87.5,5.6,62.32,47.7,MODERATE,51.35,312.0,False,"[""HIGH_ELDERLY_RATIO"",""LOW_SHELTER_ACCESSIBILITY"",""HIGH_HEAT""]"
라마51b28b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b29a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b29b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b30a,OK,[],50.0,45.37,9.5,1.98,34.96,MODERATE,26.71,898.0,False,"[""HIGH_HEAT""]"
라마51b30b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b31a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b31b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b32a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b32b,OK,[],50.0,54.17,41.0,0.0,48.39,MODERATE,36.29,739.0,False,"[""HIGH_ELDERLY_RATIO"",""HIGH_HEAT""]"
라마51b33a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b33b,OK,[],50.0,0.0,11.69,23.74,20.56,LOW,21.36,952.0,False,"[""HIGH_HEAT""]"
라마51b34a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b34b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b35a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b35b,OK,[],50.0,0.0,6.83,59.37,18.94,LOW,29.05,865.0,False,"[""LOW_SHELTER_ACCESSIBILITY"",""HIGH_HEAT""]"
라마51b36a,OK,[],50.0,65.45,36.53,44.5,50.66,HIGH,49.12,377.0,True,"[""HIGH_ELDERLY_RATIO"",""HIGH_HEAT""]"
라마51b36b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b37a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b37b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b38a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b38b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b39a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b39b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b40a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b40b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b41a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b41b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b47a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b47b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b48a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b48b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b49a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b49b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b50a,OK,[],50.0,66.22,24.59,100.0,46.94,MODERATE,60.2,104.0,False,"[""LOW_SHELTER_ACCESSIBILITY"",""HIGH_ELDERLY_RATIO"",""HIGH_HEAT""]"
라마51b50b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b51a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b51b,OK,[],50.0,58.33,3.63,100.0,37.32,MODERATE,52.99,272.0,False,"[""LOW_SHELTER_ACCESSIBILITY"",""HIGH_ELDERLY_RATIO"",""HIGH_HEAT""]"
라마51b52a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b52b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b53a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b53b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b54a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b54b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b55a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b55b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b56a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b56b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마51b57a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마52a10b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마52a11a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마52a11b,OK,[],50.0,95.45,7.43,79.11,50.96,HIGH,58.0,152.0,True,"[""HIGH_ELDERLY_RATIO"",""LOW_SHELTER_ACCESSIBILITY"",""HIGH_HEAT""]"
라마52a12a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마52a12b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마52a13a,OK,[],50.0,81.67,1.81,83.58,44.49,MODERATE,54.27,244.0,False,"[""LOW_SHELTER_ACCESSIBILITY"",""HIGH_ELDERLY_RATIO"",""HIGH_HEAT""]"
라마52a13b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마52a14a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마52a14b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마52a15a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마52a15b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마52a16a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마52a16b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마52a17a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마52a17b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마52a18a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마52a18b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마52a19a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마52a19b,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
라마52a20a,INSUFFICIENT_DATA,"[""elderly_ratio""]",,,,,,,,,,[]
